source_path,source_format,condition,lineage_id,counterbalance_arm,strategy,collapse_binary,collapse_binary_reported,collapse_binary_source,detection,first_detection_step,first_action_step,recall_count,seeded_first_final,seeded_second_final,arbitration_direction,fidelity,other_description,status,error_step,raw_events_available
..\runs_final_n100\condition_c\scoring\lineage_041.md,scored_markdown,C,41,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,4,unchanged,deleted,kept_first,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_042.md,scored_markdown,C,42,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,4.0,4.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_043.md,scored_markdown,C,43,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_044.md,scored_markdown,C,44,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_045.md,scored_markdown,C,45,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,unchanged,deleted,kept_first,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_046.md,scored_markdown,C,46,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_047.md,scored_markdown,C,47,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_048.md,scored_markdown,C,48,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,deleted,unchanged,kept_second,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_049.md,scored_markdown,C,49,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_050.md,scored_markdown,C,50,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_051.md,scored_markdown,C,51,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,4,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_052.md,scored_markdown,C,52,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,3.0,3.0,4,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_053.md,scored_markdown,C,53,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_054.md,scored_markdown,C,54,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_055.md,scored_markdown,C,55,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_056.md,scored_markdown,C,56,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,3.0,3.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_057.md,scored_markdown,C,57,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_058.md,scored_markdown,C,58,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_059.md,scored_markdown,C,59,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,unchanged,deleted,kept_first,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_060.md,scored_markdown,C,60,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,3.0,3.0,4,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_061.md,scored_markdown,C,61,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,4.0,4.0,6,edited,edited,n/a,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_062.md,scored_markdown,C,62,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_063.md,scored_markdown,C,63,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,5.0,5.0,6,unchanged,deleted,kept_first,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_064.md,scored_markdown,C,64,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,4,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_065.md,scored_markdown,C,65,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_066.md,scored_markdown,C,66,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,3.0,3.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_067.md,scored_markdown,C,67,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_068.md,scored_markdown,C,68,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_069.md,scored_markdown,C,69,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,0,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_070.md,scored_markdown,C,70,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,unchanged,deleted,kept_first,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_071.md,scored_markdown,C,71,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,unchanged,deleted,kept_first,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_072.md,scored_markdown,C,72,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_073.md,scored_markdown,C,73,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_074.md,scored_markdown,C,74,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_075.md,scored_markdown,C,75,B-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,2,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_076.md,scored_markdown,C,76,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,1.0,1.0,3,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_077.md,scored_markdown,C,77,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,4,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_078.md,scored_markdown,C,78,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_079.md,scored_markdown,C,79,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_080.md,scored_markdown,C,80,A-first,clear-without-replacement,took_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),yes,4.0,4.0,6,deleted,deleted,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_081.md,scored_markdown,C,81,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,1,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_082.md,scored_markdown,C,82,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_083.md,scored_markdown,C,83,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,4,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_084.md,scored_markdown,C,84,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,6.0,6.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_085.md,scored_markdown,C,85,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_086.md,scored_markdown,C,86,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,3.0,3.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_087.md,scored_markdown,C,87,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,5,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_088.md,scored_markdown,C,88,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_089.md,scored_markdown,C,89,B-first,silent indefinite search,no_action,non_arbitration,derived_from_seed_states (reported=non_arbitration),no,,,7,unchanged,unchanged,n/a,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_090.md,scored_markdown,C,90,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_091.md,scored_markdown,C,91,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,2,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_092.md,scored_markdown,C,92,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_093.md,scored_markdown,C,93,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_094.md,scored_markdown,C,94,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,5,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_095.md,scored_markdown,C,95,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,3,unchanged,deleted,kept_first,n/a,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_096.md,scored_markdown,C,96,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,2.0,2.0,6,deleted,edited,kept_second,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_097.md,scored_markdown,C,97,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,3,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_098.md,scored_markdown,C,98,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,4,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_099.md,scored_markdown,C,99,B-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,1.0,1.0,1,edited,deleted,kept_first,no,,complete,,False
..\runs_final_n100\condition_c\scoring\lineage_100.md,scored_markdown,C,100,A-first,arbitration,took_action,arbitration,derived_from_seed_states (reported=arbitration),yes,6.0,6.0,6,edited,deleted,kept_first,no,,complete,,False
